"session","exam","year","question_id","subquestion_id","type","marks","AO","spec_reference","question_text","mark_scheme","extra_notes","question_page_start","question_page_end","mark_scheme_start_page","mark_scheme_end_page","has_figure","figure_labels_joined","has_table","table_labels_joined","source_qp","source_ms"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","1","01.2","multiple choice","1","AO1","5.5.1.2","Figure 1 shows the reaction profile for an exothermic reaction.
Figure 1
Which letter represents the activation energy for the reaction?
[1 mark]
Tick (✓) one box.

|   |   |
|---|---|
| ☐ | A |
| ☐ | B |
| ☐ | C |
| ☐ | D |","B","","3","3","10","10","true","Figure 1","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","1","01.3","multiple choice","1","AO1","5.5.1.2","Which letter represents the overall energy change for the reaction?
[1 mark]
Tick (✓) one box.

|   |   |
|---|---|
| ☐ | A |
| ☐ | B |
| ☐ | C |
| ☐ | D |","C","","3","3","10","10","true","Figure 1","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","1","01.4","short answer","1","AO1","5.5.1.2","Complete the sentence.
Choose the answer from the box.
lower than    the same as    higher than
[1 mark]
In an exothermic reaction the energy of the products is ____ the energy of the reactants.","lower than","","3","3","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","1","01.5","short answer","1","AO1","5.5.1.2","A student measured the temperature at the start and at the end of a reaction.
Name the apparatus used to measure the temperature.
[1 mark]","thermometer","","3","3","10","10","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","1","01.6","table completion","2","AO2","5.5.1.1","Figure 2 shows the temperature at the end of the reaction.
Figure 2
Complete Table 1.
Use Figure 2.
[2 marks]

Table 1
| Temperature at start in °C | 14.3 |
|----------------------------|------|
| Temperature at end in °C   | ____ |
| Change in temperature in °C| 5    |","27.4 (°C)
(27.4 – 14.3) = 13.1 (°C)","allow values in the range 27.2–27.5 (°C)
allow correct subtraction of incorrect temperature reading","4","4","10","10","true","Figure 2","true","Table 1","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","2","02.1","multiple choice","1","AO1","5.4.2.3","This question is about salts and electrolysis.
A student wants to make copper chloride crystals.
The student adds excess copper oxide to some hot acid.
The student stirs the mixture.
Which acid should the student use?
[1 mark]
Tick (✓) one box.

|   |   |
|---|---|
| ☐ | Hydrochloric acid |
| ☐ | Nitric acid |
| ☐ | Sulfuric acid |","hydrochloric acid","","5","5","11","11","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","2","02.2","short answer","1","AO1","5.4.2.3","Suggest how the student would know that excess copper oxide has been added.
[1 mark]","(black) solid remains (after stirring)","allow copper oxide remains
allow no more copper oxide reacts","5","5","11","11","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","2","02.3","table completion","2","AO1","5.4.2.3","There are four more stages, A, B, C and D, to make copper chloride crystals.
The stages A, B, C and D are not in the correct order. 
Stage A  Partially evaporate by heating with a water bath
Stage B  Filter the mixture into an evaporating basin
Stage C  Leave to crystallise
Stage D  Remove and dry the crystals
Put stages A, B, C and D in the correct order.
[2 marks]
First stage: ____
Second stage: ____
Third stage: ____
Fourth stage: ____","first stage B
second stage A
third stage C
fourth stage D","all 4 correct for 2 marks
allow 1 mark if either first stage or fourth stage is correct","6","6","11","11","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","2","02.4","short answer","2","AO2","5.4.3.2","Molten copper chloride can be electrolysed. 
State the product at each electrode when molten copper chloride is electrolysed.
[2 marks]
Negative electrode: ____
Positive electrode: ____","(negative electrode) copper
(positive electrode) chlorine","allow Cu
allow Cl2 / Cl
do not accept chloride or Cl–
if no other mark awarded allow 1 mark if elements are reversed","6","6","11","11","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","2","02.5","calculation","3","AO2","5.4.3.4","A solution of copper chloride is electrolysed.
Figure 3 shows a graph of the increase in mass of the negative electrode.
This increase is shown over a time of 10 minutes.
Figure 3
Calculate the gradient of the line in Figure 3.
Use the equation:
Gradient = increase in mass in mg / increase in time in minutes
[3 marks]
Increase in mass ____
Increase in time ____
Gradient = ____
Gradient = ____ mg per minute","a reading of an increase in mass
correct linked reading of the increase in time
correct evaluation of gradient
e.g. 4 (mg) in 10 (mins) scores 2 marks
e.g. (4/10 =) 0.4 (mg per min)","allow correct calculation of gradient from incorrectly determined values for mass and/or time","7","7","11","11","true","Figure 3","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","2","02.6","short answer","2","AO1","5.4.3.3","Aluminium is produced by electrolysis of a molten mixture.
Complete the sentence.
Choose the answers from the box.
carbon   chloride   cryolite   oxide   sulfate   water
[2 marks]
The molten mixture contains ____ and aluminium ____.","cryolite
oxide
this order only","","8","8","11","11","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","3","03.1","multiple choice","1","AO1","5.1.2.2","This question is about the periodic table and argon.
What order did scientists use to arrange elements in early periodic tables?
[1 mark]
Tick (✓) one box.

|   |   |
|---|---|
| ☐ | Atomic weight of element |
| ☐ | Number of neutrons in an atom of element |
| ☐ | Size of atoms of element |
| ☐ | Year element was discovered |","atomic weight of element","","9","9","12","12","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","3","03.2","short answer","1","AO1","5.1.2.2","In early periodic tables some elements were placed in the wrong groups.
Mendeleev overcame some of these problems in his periodic table.
Complete the sentence.
[1 mark]
Mendeleev did this by leaving ____ for elements that had not been discovered.","gaps","allow spaces / blanks
do not accept undiscovered elements","9","9","12","12","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","3","03.3","multiple choice","1","AO1","5.1.2.4","What is the name of the group that contains argon?
[1 mark]
Tick (✓) one box.

|   |   |
|---|---|
| ☐ | Alkali metals |
| ☐ | Halogens |
| ☐ | Noble gases |","noble gases","","10","10","12","12","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","3","03.4","short answer","2","AO2","5.1.1.5","An atom of argon is represented as
Ar
18
40
Determine the number of protons and the number of neutrons in one atom of argon.
[2 marks]
Number of protons ____
Number of neutrons ____","18
22
this order only","","10","10","12","12","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","3","03.5","multiple choice","1","AO1","5.1.1.5","Different atoms of argon are, Ar 18
39 and Ar 18
38
What is the name given to these different atoms of argon?
[1 mark]
Tick (✓) one box.

|   |   |
|---|---|
| ☐ | Fullerenes |
| ☐ | Ions |
| ☐ | Isotopes |
| ☐ | Molecules |","isotopes","","10","10","12","12","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","3","03.6","multiple choice","1","AO2","5.1.1.5","What is the electronic structure of an argon atom, Ar 18
40?
[1 mark]
Tick (✓) one box.

|   |   |
|---|---|
| ☐ | 2 |
| ☐ | 2, 8 |
| ☐ | 2, 8, 2 |
| ☐ | 2, 8, 8 |","2,8,8","","11","11","12","12","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","3","03.7","short answer","1","AO1","5.1.2.4","Why is argon unreactive?
[1 mark]","stable arrangement (of electrons)","allow full outer shell
allow eight electrons in the outer shell
allow does not need to gain or lose electrons","11","11","12","12","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","4","04.1","short answer","1","AO1","5.1.2.2","This question is about Group 1 elements.
Sodium reacts with chlorine to produce sodium chloride.
Balance the equation for the reaction.
[1 mark]
Na + Cl2 → NaCl","2 Na + Cl2 → 2 NaCl","allow multiples","12","12","13","13","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","4","04.2","calculation","1","AO2","5.3.1.1","4.6 g of sodium reacts with chlorine to produce 11.7 g of sodium chloride.
What mass of chlorine reacted?
[1 mark]
Mass of chlorine = ____ g","7.1 (g)","","12","12","13","13","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","4","04.3","table completion","4","AO1","5.1.2.5","A teacher puts hot sodium into a gas jar of chlorine.
The changes seen before, during and after this reaction were observed.
Complete the sentences.
Choose the answers from the box.
colourless   green   lilac   silver   white   yellow
[4 marks]
Sodium is a ____ solid.
Chlorine is a ____ gas.
The hot sodium burns with a ____ flame.
The product sodium chloride is a ____ solid.","silver
green
yellow
white
this order only","allow yellow
allow white","12","12","13","13","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","4","04.4","short answer","2","AO1","5.2.1.2","Sodium chloride (NaCl) is an ionic compound.
Write the formulae of the ions in sodium chloride.
[2 marks]
Sodium ion ____
Chloride ion ____","Na+
Cl–","if no other mark awarded allow 1 mark for +(1) charge for sodium ion and –(1) charge for chloride ion","13","13","13","13","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","4","04.5","short answer","1","AO2","5.1.2.5","Complete the sentence.
Choose the answer from the box.
an atom   an electron   a neutron   a proton
[1 mark]
Potassium is more reactive than sodium.
This is because potassium loses ____ more easily than sodium.","an electron","","13","13","13","13","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","4","04.6","short answer","2","AO2","5.1.2.1, 5.1.2.5","How does the size of a potassium atom compare with the size of a sodium atom?
Give a reason for your answer.
[2 marks]
Reason ____","potassium (atom) is larger
potassium (atom) has more energy levels (of electrons)
or
potassium (atom) has more shells (of electrons)","allow converse for sodium
mark independently
do not accept more outer shells","13","13","13","13","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","5","05.1","short answer","1","AO1","5.2.2.2","This question is about oxygen and compounds of oxygen.
What is the state symbol of oxygen at room temperature?
[1 mark]","(g)","allow g
ignore formulae","14","14","14","14","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","5","05.2","calculation","1","AO2","5.1.1.1","Figure 4 shows the percentage by mass of the elements calcium, carbon and oxygen in calcium carbonate.
Figure 4
What is the percentage by mass of calcium in calcium carbonate?
[1 mark]
Percentage = ____ %","40 (%)","","14","14","14","14","true","Figure 4","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","5","05.3","calculation","3","AO2","5.3.1.3","At high temperature, sodium nitrate decomposes into sodium nitrite and oxygen.
A student heats three samples of sodium nitrate.
The mass of each sample was 4.50 g
The mass of solid after heating was recorded.
Table 2 shows the mass of solid after heating in each experiment.
Table 2
| Experiment | Mass of solid after heating in g |
|------------|-------------------------------|
| 1          | 3.76                          |
| 2          | 3.98                          |
| 3          | 4.09                          |
Calculate the mean mass of solid after heating.
Give your answer to 3 significant figures.
[3 marks]
Mean mass of solid after heating = ____ g","3.76 + 3.98 + 4.09
= 11.83
11.83 / 3 = 3.943(333...)
= 3.94 (g)
an answer of 3.94 (g) scores 3 marks","allow a correctly written answer to 3 significant figures from an incorrectly calculated mean","15","15","15","15","false","","true","Table 2","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","5","05.4","table completion","2","AO1","5.2.1.4","Table 3 shows the electronic structure of hydrogen and oxygen.
Table 3
| Element  | Electronic structure |
|----------|---------------------|
| Hydrogen | 1                   |
| Oxygen   | 2,6                 |
Figure 5 shows part of a dot and cross diagram of a molecule of water (H2O).
Complete the dot and cross diagram.
You should show only the electrons in the outer energy levels. 
[2 marks]
Figure 5","one shared pair in each overlap
4 non-bonding electrons in outer shell of oxygen","allow combination of circles, dots, crosses or e(–)
do not accept extra electron(s) on outer shell of hydrogen
ignore any inner shell electrons
diagram scores 2 marks","16","16","16","16","true","Figure 5","true","Table 3","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","5","05.5","short answer","1","AO1","5.2.2.1, 5.2.2.4","Oxygen and sulfur are examples of simple molecules.
Complete the sentence.
Choose the answer from the box.
covalent   ionic   metallic
[1 mark]
There are ____ bonds between the atoms of oxygen in an oxygen molecule.","covalent","","16","16","16","16","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","5","05.6","table completion","2","AO2","5.2.2.4","Figure 6 shows the relative sizes of an oxygen molecule and a sulfur molecule.
Figure 6
How does the boiling point of sulfur compare with the boiling point of oxygen?
Complete the sentences.
[2 marks]
The boiling point of sulfur is ____ the boiling point of oxygen.
This is because in sulfur the intermolecular forces are ____ than the intermolecular forces in oxygen.","higher (than)
stronger","(than between oxygen molecules)","17","17","16","16","true","Figure 6","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","6","06.1","multiple choice","1","AO3","5.4.1.2","This question is about reactions of metals.
Figure 7 shows what happens when calcium, copper, magnesium and zinc are added to hydrochloric acid.
Figure 7
What is the order of decreasing reactivity of these four metals?
[1 mark]
Tick (✓) one box.

|   |   |
|---|---|
| ☐ | Zn  Ca  Cu  Mg |
| ☐ | Ca  Cu  Mg  Zn |
| ☐ | Cu  Zn  Ca  Mg |
| ☐ | Ca  Mg  Zn  Cu |","Ca Mg Zn Cu","","18","18","17","17","true","Figure 7","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","6","06.2","short answer","2","AO3","5.4.1.2","A student wants to make a fair comparison of the reactivity of the metals with hydrochloric acid.
Name two variables that must be kept constant.
[2 marks]
1 ____
2 ____","any two from:
• mass (of metal / element)
• surface area (of metal / element)
• concentration (of acid)
• volume (of acid)
• temperature (of acid)","allow weight
ignore size
ignore length
ignore pH
ignore strength
ignore room temperature","19","19","17","17","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","6","06.3","short answer","1","AO2","5.4.1.2","What is the independent variable in this reaction?
[1 mark]","(type of) metal / element","","19","19","17","17","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","6","06.4","short answer","2","AO3","5.1.2.3, 5.1.2.5, 5.4.1.2","Predict the reactivity of beryllium compared with magnesium.
Give a reason for your answer.
Use the periodic table.
[2 marks]
Reason ____","(beryllium is) less reactive
any one from:
• greater attraction between nucleus and outer electrons
• more energy is needed to remove electrons
• loss of electrons is more difficult
• outer electrons closer to nucleus
• less shielding","allow converse answers for magnesium
MP2 only if MP1 is correct
allow higher in group
allow reactivity increases down the group
ignore reactivity series","19","19","17","17","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","6","06.5","calculation","3","AO2","5.3.2.5","A solution of hydrochloric acid contains 3.2 g of hydrogen chloride in 50 cm3
Calculate the concentration of hydrogen chloride in g per dm3
[3 marks]
Concentration = ____ g per dm3","50 / 1000 = 0.05 (dm3)
3.2 / 0.05 = 64 (g per dm3)
alternative approach:
3.2 / 50 = 0.064
(× 1000) = 64 (g per dm3)
alternative approach:
1000 / 50 = 20
(× 3.2) = 64 (g per dm3)
an answer of 64 (g per dm3) scores 3 marks","an incorrect answer for one step does not prevent allocation of marks for subsequent steps
an answer of 0.16 / 0.064 / 0.64 / 6.4 / 6.4 × 10–5 (g per dm3) gains 2 marks","19","19","17","17","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","7","07.1","short answer","1","AO1","5.2.2.2","This question is about salts.
Ammonium nitrate solution is produced when ammonia gas reacts with nitric acid.
Give the state symbol for ammonium nitrate solution.
[1 mark]","(aq)","allow aq
ignore aqueous
ignore formulae","20","20","18","18","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","7","07.2","multiple choice","1","AO1","5.1.1.1, 5.4.2.2","What is the formula of nitric acid?
[1 mark]
Tick (✓) one box.

|   |   |
|---|---|
| ☐ | HCl |
| ☐ | HNO3 |
| ☐ | H2SO4 |
| ☐ | NH4OH |","HNO3","","20","20","18","18","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","7","07.3","table completion","2","AO1","5.4.2.4","Ammonia gas dissolves in water to produce ammonia solution.
Ammonia solution contains hydroxide ions, OH–
A student adds universal indicator to solutions of nitric acid and ammonia.
What colour is observed in each solution?
[2 marks]
Colour in nitric acid ____
Colour in ammonia solution ____","red
purple
or
blue","allow orange or yellow
do not accept green
allow shades of purple e.g. violet","20","21","18","18","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","7","07.4","multiple choice","1","AO3","5.4.2.4","The student gradually added nitric acid to ammonia solution.
Which row, A, B, C or D, shows the change in pH as the nitric acid is added until in excess?
[1 mark]
Tick (✓) one box.

|   | pH of ammonia solution at start | pH after addition of excess nitric acid |
|---|--------------------------------|--------------------------------------|
| ☐ | A 10                          | 7                                    |
| ☐ | B 2                           | 10                                   |
| ☐ | C 7                           | 1                                    |
| ☐ | D 10                          | 2                                    |","D","","21","21","18","18","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","7","07.5","calculation","3","AO2","5.3.1.2","Calculate the percentage by mass of oxygen in ammonium nitrate (NH4NO3).
Relative atomic masses (Ar): H = 1 N = 14 O = 16
Relative formula mass (Mr): NH4NO3 = 80
[3 marks]
Percentage by mass of oxygen = ____ %","3 × 16 = 48
48 / 80 × 100 = 60 (%)
an answer of 60 (%) scores 3 marks","an answer of 20 (%) scores 2 marks for:
16
80 (× 100) (1)
 = 20 (%) (1)","21","21","18","18","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN19","AQA GCSE Combined Science: Chemistry Paper 1F, 2019","2019","7","07.6","extended response","6","AO3","5.5.1.1","Describe a method to investigate how the temperature changes when different masses of ammonium nitrate are dissolved in water.
You do not need to write about safety precautions.
[6 marks]","Level 3: The design/plan would lead to the production of a valid outcome. All key steps are identified and logically sequenced. 5–6
Level 2: The design/plan would not necessarily lead to a valid outcome. Most steps are identified, but the plan is not fully logically sequenced. 3–4
Level 1: The design/plan would not lead to a valid outcome. Some relevant steps are identified, but links are not made clear. 1–2
No relevant content 0

Indicative content
Steps
• use a suitable container e.g. test tube
• use insulation
• add water
• measure the initial water temperature (with a thermometer)
• add stated mass e.g. 1g or 1 spatula
• stir (to dissolve the solid)
• measure the final (allow lowest or highest) temperature of the solution
• calculate the temperature difference or determine graphically
• repeat with different masses
• repeat with the same volume of water

to access level 3 there must be an indication of how the temperature change is determined using different masses dissolved in the same quantity of water","","22","22","18","18","false","","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN19.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-W-MS-JUN19.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","1","01.1","short answer","2","AO2","5.1.1.4, 5.1.1.5","Figure 1 represents a beryllium atom.
Figure 1
What is the number of protons and the number of neutrons in the beryllium atom?
[2 marks]
Number of protons
___________________
Number of neutrons
___________________","(number of protons) 4  
(number of neutrons) 5","","3","3","10","10","true","Figure 1","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","1","01.2","multiple choice","1","AO2","5.1.1.7, 5.2.1.2","Figure 2 represents a beryllium ion.
Figure 2
What is the relative charge on a beryllium ion?
[1 mark]
Tick (✓) one box.
|   | 0 | +1 | +2 |
|---|---|----|----|
|   | [ ] | [ ] | [ ] |","+2","","3","3","10","10","true","Figure 2","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","1","01.3","multiple choice","1","AO1","5.2.2.1","Figure 3 shows the arrangement of atoms in the three states of matter.
Figure 3
What state of matter is represented by state C in Figure 3? 
[1 mark]
Tick (✓) one box.
|   | Gas | Liquid | Solid |
|---|-----|--------|-------|
|   | [ ] |  [ ]   |  [ ]  |","gas","","4","4","10","10","true","Figure 3","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","1","01.4","multiple choice","1","AO1","5.2.2.1","What is the name of the process when state B changes into state A? 
Use Figure 3. 
[1 mark]
Tick (✓) one box.
|   | Condensing | Freezing | Melting |
|---|------------|----------|---------|
|   |    [ ]     |   [ ]    |   [ ]   |","freezing","","5","5","10","10","true","Figure 3","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
"JUN23","AQA GCSE Combined Science: Chemistry Paper 1F, 2023","2023","1","01.5","short answer","1","AO1","5.2.2.1","How can state B be changed into state C? 
Use Figure 3. 
[1 mark]
____________________________________________________","heat","allow evaporate / boil","5","5","10","10","true","Figure 3","false","","C1F Papers and Mark Schemes\AQA-8464C1F-QP-JUN23.PDF","C1F Papers and Mark Schemes\AQA-8464C1F-MS-JUN23.PDF"
