session,Paper,Year,question_id,Question,Type,Marks,AO,Spec Code,Text,Mark Scheme,Extra Notes,question_page_start,question_page_end,mark_scheme_start_page,mark_scheme_end_page,has_figure,figure_labels_joined,has_table,table_labels_joined,source_qp,source_ms,figure_labels,table_labels,PDF Link
Nov20, 1H,2020,4,4.1,multiple choice,2,AO1,"4.2.2.1, 4.4.2.3","Lipases break down lipids.
 Which two products are formed when lipids are broken down?
 Tick (ü) two boxes.
 [ ] Amino acids
 [ ] Fatty acids
 [ ] Glucose
 [ ] Glycerol
 [ ] Glycogen","fatty acids
 glycerol",,14,14,14,14,FALSE,,FALSE,,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1BezPZNud7rLiUW76jz2j2QiszvDyHnnn/view
Nov20, 1H,2020,4,4.2,short answer,3,AO2,4.2.2.1,"One model used to explain enzyme action is the ‘lock and key theory’.
 Figure 7 shows a model of the theory.
 Figure 7
 Explain the ‘lock and key theory’ of enzyme action.
 Use information from Figure 7 in your answer.","enzyme binds to the substrate because they are complementary (shapes)
 (so) substrate is broken down (into products)
 (so) products are released or enzyme is not changed","allow enzyme joins to the 
 substrate because they fit
 together exactly
 allow enzyme joins to the
 substrate because the substrate
 fits the active site
 ignore reference to specificity
 do not accept same shape
 allow (so) substrate splits (into 
 products)
 ignore products are formed, 
 unqualified
 allow enzyme is not used up
 allow reference to activation 
 energy for either marking point 2 
 or marking point 3",15,15,15,15,TRUE,Figure 7,FALSE,,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,['Figure 7'],[],https://drive.google.com/file/d/1BezPZNud7rLiUW76jz2j2QiszvDyHnnn/view
Nov20, 1H,2020,4,4.3,short answer,1,AO2,4.2.2.1,"There are many different types of lipase in the human body.
 Why does each different type of lipase act on only one specific type of lipid molecule?",each active site has a specific shape (so only fits one type of lipid molecule),"allow each active site is a
 different shape
 do not accept reference to the 
 substrate having an active site",15,15,15,15,FALSE,,FALSE,,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1BezPZNud7rLiUW76jz2j2QiszvDyHnnn/view
Nov20, 1H,2020,4,4.4,short answer,3,AO1,"4.2.2.1, RPA 4","Students investigated the presence of starch and glucose in the leaves of 
 geranium plants.
 This is the method used.
 1. Place two identical geranium plants on a bench near a sunny window for two days.
 2. After two days:
 • leave one plant near the window for two more days.
 • place one plant in a cupboard with no light for two more days.
 3. Remove one leaf from each plant.
 4. Crush each leaf to extract the liquid from the cells.
 5. Test the liquid from each leaf for glucose and for starch.
 Describe how the students would find out if the liquid from the leaf contained glucose.","add Benedict’s (solution / reagent to the liquid)
 boil / heat
 (if glucose is present the blue) colour changes to yellow / green / orange / brown / (brick)red","allow any temperature of 65 °C
 or above",16,16,16,16,FALSE,,FALSE,,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1BezPZNud7rLiUW76jz2j2QiszvDyHnnn/view
Nov20, 1H,2020,4,4.5,short answer,2,AO1,"4.2.2.1, RPA 4",Describe how the students would find out if the liquid from the leaf contained starch.,"add iodine solution / reagent (to the liquid)
 (if starch is present) it changes colour to blue / black (from yellow / orange / brown)","allow add a drop of iodine
 ignore iodine unqualified",16,16,16,16,FALSE,,FALSE,,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1BezPZNud7rLiUW76jz2j2QiszvDyHnnn/view
Nov20, 1H,2020,4,4.6,short answer,2,AO2,"4.2.2.1, 4.4.1.1, 4.4.1.3, 4.4.2.3","Table 2 shows the students’ results.
 
 | Test | Leaf from plant kept in light for four days | Leaf from plant kept in light for two days and then no light for two days |
 |---|---|---|
 | Glucose | Strong positive | Weak positive |
 | Starch | Positive | Negative |
 Explain why the leaf in the light for four days contained both glucose and starch.","glucose from photosynthesis
 (excess) glucose converted to starch","do not accept starch made in 
 photosynthesis
 allow (excess) glucose is stored 
 as starch",17,17,17,17,FALSE,,TRUE,Table 2,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,[],['Table 2'],https://drive.google.com/file/d/1BezPZNud7rLiUW76jz2j2QiszvDyHnnn/view
Nov20, 1H,2020,4,4.7,short answer,3,AO3,"4.4.1.1, 4.4.2.1, 4.4.1.3","Explain why the leaf left in a cupboard with no light for two days did contain glucose 
 but did not contain starch.","starch (stores) have been converted to glucose
 (so the glucose can be) used for respiration / (named) metabolic reactions or (so the glucose can be) used to release energy
 (because) there is no light to make (new / more) glucose by photosynthesis","ignore reference to residual 
 glucose from previous 
 photosynthesis
 do not accept idea of energy 
 being produced / created / made",17,17,17,17,FALSE,,TRUE,Table 2,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,[],['Table 2'],https://drive.google.com/file/d/1BezPZNud7rLiUW76jz2j2QiszvDyHnnn/view
Nov20, 1H,2020,4,4.8,short answer,1,AO3,"4.4.1.2, 4.4.1.3","Suggest one way the students could develop the investigation to find out more about 
 glucose and starch production in plants.","any one from:
 • test roots / stems of plants (in the light and dark)
 • test other species of plant
 • measure the concentrations of glucose and starch
 • vary the time in the dark / light
 • test variegated leaves","do not accept reference to 
 changing the independent 
 variable
 allow test other parts of the 
 plants
 allow test other types of plant
 ignore mass / amount
 allow any other valid extension
 ignore repeats",17,17,17,17,FALSE,,TRUE,Table 2,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,[],['Table 2'],https://drive.google.com/file/d/1BezPZNud7rLiUW76jz2j2QiszvDyHnnn/view
Nov20, 1H,2020,5,5.1,short answer,1,AO3,4.3.3.2,"Many plants have evolved defence mechanisms.
 Figure 8 shows part of a gorse plant and part of a deadly nightshade plant.
 Figure 8
 The gorse plant has evolved to have sharp thorns.
 What type of defence response are thorns?",mechanical,"allow physical
 allow structural",18,18,18,18,TRUE,Figure 8,FALSE,,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,['Figure 8'],[],https://drive.google.com/file/d/1dI4oDBVsRPnCJOUPDkLiKMBg-JUZYG5Q/view
Nov20, 1H,2020,5,5.2,short answer,1,AO2,4.3.3.2,How do thorns defend the gorse plant?,"any one from:
 • to deter herbivores
 • to prevent animals damaging it","ignore to injure animals, 
 unqualified
 allow to deter animals eating it
 do not accept to deter predators",18,18,18,18,TRUE,Figure 8,FALSE,,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,['Figure 8'],[],https://drive.google.com/file/d/1dI4oDBVsRPnCJOUPDkLiKMBg-JUZYG5Q/view
Nov20, 1H,2020,5,5.3,short answer,1,AO3,4.3.3.2,"The deadly nightshade plant has poisonous berries. 
 What type of defence response are poisonous berries?",chemical,,18,18,18,18,TRUE,Figure 8,FALSE,,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,['Figure 8'],[],https://drive.google.com/file/d/1dI4oDBVsRPnCJOUPDkLiKMBg-JUZYG5Q/view
Nov20, 1H,2020,5,5.4,extended response,5,AO2,"4.3.3.1, 4.3.1.1, 4.3.1.2, 4.3.1.4, 4.4.1.1, 4.4.1.2","A scientist noticed that in one area the gorse plants had yellow leaves and had 
 stunted growth. 
 One reason for yellow leaves and stunted growth is a deficiency of nitrate ions in 
 the soil.
 Explain two other possible reasons for the yellow leaves and stunted growth.
 Do not refer to nitrate ions in your answer.
 Reason 1
 Explanation
 Reason 2
 Explanation","any two from:
 • lack of magnesium (ions) (1)
 (so) not enough chlorophyll for (efficient) photosynthesis (1)
 (so) not enough glucose to make proteins for growth or not enough glucose to release energy for growth (1)
 • infection by pathogen / bacteria / virus / fungus (1)
 (so) leaves become discoloured / yellow so less photosynthesis (1)
 (so) not enough glucose to make proteins for growth or not enough glucose to release energy for growth (1)
 • infected by aphids (1)
 (which) remove sugars from phloem (1)
 (so) not enough glucose to make proteins for growth or not enough glucose to release energy for growth (1)
 • lack of (available) light (1)
 (so) chlorophyll breaks down (1)
 (so) not enough glucose to make proteins for growth or not enough glucose to release energy for growth (1)","allow (so) lack of chlorophyll 
 produced causes yellow leaves 
 (1), (so) not enough 
 photosynthesis to produce 
 glucose which is used to make 
 proteins for growth (1)
 allow correctly named pathogen
 allow has rose black spot / TMV
 allow other symptoms of named 
 pathogens / disease
 award once only
 award once only
 award once only",19,19,19,19,FALSE,,FALSE,,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1dI4oDBVsRPnCJOUPDkLiKMBg-JUZYG5Q/view
Nov20, 1H,2020,5,5.5,short answer,2,AO3,"4.2.3.2, 4.4.1.3","The gorse plant has nodules on its roots.
 The nodules are part of the living root tissue.
 Bacteria which convert nitrogen gas into soluble nitrate ions live in the nodule tissue.
 Figure 9 shows the nodules on the roots.
 Figure 9
 Suggest how the nodules benefit the bacteria.","(bacteria) obtain glucose / sugar (from the plant)
 (glucose used) for respiration or (glucose used) for making other named substances","allow (glucose used) to release 
 energy",20,20,20,20,TRUE,Figure 9,FALSE,,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,['Figure 9'],[],https://drive.google.com/file/d/1dI4oDBVsRPnCJOUPDkLiKMBg-JUZYG5Q/view
Nov20, 1H,2020,5,5.6,short answer,2,AO2,"4.1.3.3, 4.4.2.3",Explain how the nodules benefit the gorse plant.,"(gorse plant) obtains nitrate (ions)
 needed for amino acids / proteins","allow needed to make 
 chlorophyll / DNA",20,20,20,20,TRUE,Figure 9,FALSE,,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,['Figure 9'],[],https://drive.google.com/file/d/1dI4oDBVsRPnCJOUPDkLiKMBg-JUZYG5Q/view
Nov20, 1H,2020,5,5.7,multiple choice,1,AO2,4.3.1.9,"For many years drugs have been extracted from plants.
 Which plant material was chewed as a painkiller?
 Tick (ü) one box.
 [ ] Blackcurrant berries
 [ ] Foxglove leaves
 [ ] Rose petals
 [ ] Willow bark",willow bark,,21,21,21,21,FALSE,,FALSE,,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1dI4oDBVsRPnCJOUPDkLiKMBg-JUZYG5Q/view
Nov20, 1H,2020,6,6.1,short answer,2,AO3,4.2.2.6,"Data from ‘The Million Women’ survey in the UK was collected for over 15 years.
 Scientists analysed the data to study the effect of consuming alcohol on liver disease.
 The scientists:
 • included 400 000 women who regularly consumed alcohol
 • included 400 000 women who did not consume alcohol
 • excluded women who already had a liver disease.
 Age and gender were two factors controlled in this analysis. 
 Many other factors were also controlled.
 Suggest two other factors which the scientists would have controlled.
 1
 2","any two from:
 • BMI / morphology / obesity level
 • smoking habits
 • diet
 • medication
 • family history of liver disease
 • fitness levels
 • ethnicity
 • area of UK they live in","ignore genetic factors
 allow mass / weight and
 height
 allow previous drinking habits
 allow medical conditions
 allow drug use
 allow level of exercise
 allow race",23,23,23,23,FALSE,,FALSE,,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1tP5lrppdyw_QViAHawAwtT0nBk5kkdXw/view
Nov20, 1H,2020,6,6.2,calculation,2,AO2,4.2.2.6,"The data was analysed for:
 • women who drank alcohol with meals 
 • women who drank alcohol not with meals
 • women who did not drink alcohol.
 During the survey approximately 1500 women developed a liver disease called 
 cirrhosis of the liver.
 Scientists calculated the relative risk of developing cirrhosis of the liver for each group
 who consumed alcohol.
 A relative risk of 1.0 means there was no statistical difference between the groups 
 who did consume alcohol and the group who did not consume alcohol.
 Figure 10 shows a summary of the results.
 Figure 10
 A woman drinks 150 g of alcohol per week not with meals. 
 The woman decides to change to drinking 150 g of alcohol per week with meals.
 Calculate the percentage decrease in relative risk of developing cirrhosis of the liver 
 for this woman.
 Percentage decrease = ____ %","2.55 – 1.60 (= 0.95)
 (0.95 / 2.55) × 100 = 37 (.2549019608…) (%)","allow 1.60 − 2.55 (= −0.95)
 allow value for with meals in 
 range 1.60 to 1.65 (for 1.60)
 allow answer correctly 
 calculated from values in 
 ranges 1.60 to 1.65 and 2.50 
 to 2.60 
 allow – 37(.2549019608...)(%)",25,25,25,25,TRUE,Figure 10,FALSE,,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,['Figure 10'],[],https://drive.google.com/file/d/1tP5lrppdyw_QViAHawAwtT0nBk5kkdXw/view
Nov20, 1H,2020,6,6.3,calculation,2,AO2,4.2.2.6,"One glass of wine contains 12 g of alcohol.
 A different woman drinks two glasses of wine each day with her meals.
 Calculate the relative risk of developing cirrhosis of the liver for this woman.
 Relative risk = ____","12 × 2 × 7 = 168 (g/week)
 1.8","allow in range 1.8-1.9
 allow correct reading from a 
 calculation that omits the 2 or
 the 7
 do not accept if a unit is given",25,25,25,25,TRUE,Figure 10,FALSE,,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,['Figure 10'],[],https://drive.google.com/file/d/1tP5lrppdyw_QViAHawAwtT0nBk5kkdXw/view
Nov20, 1H,2020,6,6.4,short answer,2,AO3,4.2.2.6,"Figure 10 is repeated below.
 Figure 10
 Consuming alcohol with meals instead of not with meals decreases the relative risk of 
 developing cirrhosis of the liver. 
 Give two other conclusions about the relative risk of developing cirrhosis of the liver 
 related to alcohol consumption.
 Use data from Figure 10 in your answer.
 1
 2","any two from:
 • consuming alcohol increases the RR (with / without meals) and supporting data
 • consuming less than 50 g/week of alcohol with meals does not increase the RR
 • even (small amounts of alcohol at) 25 g/week increases the RR if not with meals","allow risk for RR throughout
 allow data in terms of number 
 of glasses of wine
 allow increasing alcohol 
 consumption increases the 
 RR at an increasing rate
 allow any value between 35 
 and 60 g/week",26,26,26,26,TRUE,Figure 10,FALSE,,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,['Figure 10'],[],https://drive.google.com/file/d/1tP5lrppdyw_QViAHawAwtT0nBk5kkdXw/view
Nov20, 1H,2020,6,6.5,short answer,2,AO3,4.2.2.6,"Suggest two reasons why the data is considered to be valid.
 1
 2","any two from:
 • large number in survey
 • long term / 15 year survey
 • well controlled","allow 800 000 in survey
 if neither mark awarded allow 
 large study
 allow many controls",27,27,27,27,FALSE,,FALSE,,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1tP5lrppdyw_QViAHawAwtT0nBk5kkdXw/view
Nov20, 1H,2020,6,6.6,short answer,1,AO3,4.2.2.6,Suggest one aspect of the survey which might reduce validity.,"any one from:
 • people underestimate / overestimate alcohol consumption
 • people may change (lifestyle / drinking) habits over time
 • some people may drink all their weekly alcohol at once","allow people lie about alcohol 
 consumption
 or people lie about other 
 named control variables
 ignore survey only tested 
 women",27,27,27,27,FALSE,,FALSE,,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1tP5lrppdyw_QViAHawAwtT0nBk5kkdXw/view
Nov20, 1H,2020,6,6.7,extended response,4,AO2,"4.4.2.3, 4.2.2.1","Cirrhosis of the liver leads to liver failure.
 Describe the effects of liver failure on the human body.","Level 2: Scientifically relevant facts, events or processes are identified and given in detail to form an accurate account.
 Level 1: Facts, events or processes are identified and simply stated but their relevance is not clear.
 No relevant content
 Indicative content
 Responses may refer to either total or partial liver failure
 • no bile made (in the liver)
  o fats / lipids are not emulsified
  o surface area of fats / lipids not increased
  o pH of small intestine will not be alkaline / neutralised
  o enzymes (in small intestine) will not work effectively
  or (named) food not digested / absorbed
  o so may lose weight
 • lactic acid not broken down / oxidised
  o accumulation of lactic acid in blood / body
  o lactic acid is toxic or body will be poisoned
  o oxygen debt higher / prolonged
  o so muscle pain / fatigue
 • proteins / amino acids will not be broken down (in liver)
  o (amino acids) not deaminated
  o amino acids not made into urea or will not form ammonia
  o (however) any ammonia formed is toxic
  o so accumulation of amino acids in blood / body
 • liver does not break down / remove other toxins (like alcohol)
  o toxins accumulate in blood / body
  o body will be poisoned
  o so pain or jaundice or swollen liver or portal hypertension occurs
 • glycogen stores will not be formed
  o cannot control blood glucose
  o so hyperglycaemia / hypoglycaemia / diabetes / coma may occur",,27,27,27,27,FALSE,,FALSE,,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1tP5lrppdyw_QViAHawAwtT0nBk5kkdXw/view
Nov20, 1H,2020,7,7.1,short answer,3,AO2,4.3.2.2,"Monoclonal antibodies (mAbs) are usually made using mouse lymphocytes.
 Candida albicans infection produces serious symptoms in patients with a poor 
 immune system.
 Recently scientists have produced mAbs to Candida albicans using human 
 lymphocytes produced naturally after an infection.
 Candida albicans lives in the throat of infected patients. 
 A sample is taken from the throat of a patient with a suspected Candida albicans 
 infection. 
 The sample is transferred onto a microscope slide.
 Describe how the mAbs and a fluorescent dye could be used to see any 
 Candida albicans pathogens on the slide.","bind fluorescent dye to mAbs
 put (bound) fluorescent mAbs on the slide (and rinse off)
 mAbs will bind to Candida albicans / pathogens and show up under the microscope","ignore add mAbs and dye to 
 slide (unbound)
 allow mAbs will bind to Candida 
 albicans / pathogens and show 
 up under UV (lamp)",28,28,28,28,FALSE,,FALSE,,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1-9m_8LfiYFO2hloqJLEp7rCOR-OMsrvu/view
Nov20, 1H,2020,7,7.2,short answer,2,AO2,"4.2.2.3, 4.3.1.6, 4.3.1.7","In a laboratory the human lymphocyte mAbs were injected into animals infected 
 with Candida albicans.
 The mAbs caused increased phagocytosis of the Candida albicans pathogens.
 Doctors intend to start a trial to give the mAbs to patients severely ill 
 with Candida albicans.
 Explain how increased phagocytosis of the Candida albicans pathogen will help 
 the patient.","more Candida albicans / pathogens will be engulfed / killed by phagocytes / white blood cells
 therefore less damage to cells / tissues / organs","allow Candida albicans / 
 pathogens will be engulfed / 
 killed by phagocytes / white
 blood cells more quickly
 do not accept white blood cells 
 produce antibodies
 do not accept lymphocytes 
 engulf Candida albicans
 ignore less toxin released (by 
 Candida albicans)",29,29,29,29,FALSE,,FALSE,,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1-9m_8LfiYFO2hloqJLEp7rCOR-OMsrvu/view
Nov20, 1H,2020,7,7.3,extended response,6,AO1,4.3.1.9,"It has been shown that this mAbs treatment is effective in the laboratory using both:
 • infected tissue culture cells 
 • infected live animals.
 The mAbs treatment for Candida albicans is now ready for clinical trials on people.
 Describe how the clinical trials should be carried out.","Level 2: Scientifically relevant facts, events or processes are identified and given in detail to form an accurate account.
 Level 1: Facts, events or processes are identified and simply stated but their relevance is not clear.
 No relevant content
 Indicative content
 • given first to healthy volunteers
  o at (very) low dose
  o to test it is safe or to test for toxicity or to check for any side effects
 • then to some patients (with the disease) or people with the disease
  o to test for the correct / optimum dose
  o to check for any side effects
  o to test for efficacy or to test if it works
  o in a double blind trial
  o where neither patients nor doctors know who has the mAbs and who has a placebo (or alternative treatment)
 • reference to large trial or long duration or control variables",,30,30,30,30,FALSE,,FALSE,,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1-9m_8LfiYFO2hloqJLEp7rCOR-OMsrvu/view
Nov20, 1H,2020,7,7.4,short answer,1,AO3,"4.3.2.2, 4.3.2.1, 4.3.1.6","Scientists have also used human lymphocytes to make mAbs to other pathogens and 
 to some types of cancer cells.
 Suggest one reason why these new mAbs have been more successful in treating 
 diseases in humans than mAbs made using mice.","any one from:
 • (the body will) not reject the mAbs or (the body is) less likely to reject the mAbs
 • mouse mAbs are (more likely to be) rejected
 • the human lymphocytes have already responded to that infection / cancer cell so they are known to work against the disease","do not accept idea of rejection 
 of cells",31,31,31,31,FALSE,,FALSE,,AQA-84611H-QP-NOV20.PDF,AQA-84611H-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1-9m_8LfiYFO2hloqJLEp7rCOR-OMsrvu/view
Nov21, 1H,2021,1,1.1,short answer,2,AO1,4.1.1.5,"A student prepared some animal cells to view using a microscope.
 Figure 1 shows the student preparing the cells.
 Figure 1
 Name two pieces of laboratory equipment the student could have used to prepare cells to view using a microscope.","any two from:
 • (microscope) slide
 • cover slip
 • dye / stain
 • (mounted) needle
 • pipette / dropper
 • scalpel
 • forceps / tweezers","allow named dye / stain 
 ignore water
 ignore knife
 allow swab (to collect cells)",2,2,10,10,TRUE,Figure 1,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,['Figure 1'],[],https://drive.google.com/file/d/1DHlX_Jo_dTLxs91odeOUD47gZbe9uYxD/view
Nov21, 1H,2021,1,1.2,short answer,1,AO1,4.1.1.5,"Figure 2 shows the student’s light microscope.
 Figure 2
 Name part A.",eyepiece / lens,do not accept objective lens,3,3,10,10,TRUE,Figure 2,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,['Figure 2'],[],https://drive.google.com/file/d/1DHlX_Jo_dTLxs91odeOUD47gZbe9uYxD/view
Nov21, 1H,2021,1,1.3,short answer,1,AO1,4.1.1.5,What is the function of part B?,to focus (the image / cells),"allow to make the cells / image 
 clear(er)
 allow to improve resolution (of 
 the image)
 ignore to move the stage up / 
 down 
 do not accept reference to 
 magnification",3,3,10,10,TRUE,Figure 2,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,['Figure 2'],[],https://drive.google.com/file/d/1DHlX_Jo_dTLxs91odeOUD47gZbe9uYxD/view
Nov21, 1H,2021,1,1.4,short answer,1,AO3,4.1.1.5,"The student tried to look at the cells using the microscope. 
 Suggest one reason why the student could not see any cells when looking through 
 part A.","any one from:
 • no cells in the field of view
 • slide not in the correct position
 • mirror not in correct position
 • (objective) lens not clicked into place or (objective) lens dirty
 • (student is) looking at a (large) air bubble
 • (the microscope is) not focussed","allow light / microscope not 
 switched on / plugged in
 allow student did not stain the 
 cells
 allow idea of magnification not 
 being high enough",3,3,10,10,TRUE,Figure 2,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,['Figure 2'],[],https://drive.google.com/file/d/1DHlX_Jo_dTLxs91odeOUD47gZbe9uYxD/view
Nov21, 1H,2021,1,1.5,extended response,6,AO2,4.1.1.2; 4.2.2.3,"Red blood cells are specialised animal cells.
 Compare the structure of a red blood cell with the structure of a plant cell.","Level 2: Scientifically relevant features are identified; the way(s) in which they are similar/different is made clear and (where appropriate) the magnitude of the similarity/difference is noted.
 Level 1: Relevant features are identified and differences noted.
 No relevant content
 
 Indicative Content
 Differences:
 • red blood cell has no nucleus or plant cell has a nucleus
 • red blood cell has no cell wall or plant cell has a cell wall
 • red blood cell is a biconcave disc or there are many different shapes of plant cell
 • red blood cell contains haemoglobin or plant cells do not contain haemoglobin
 • red blood cells do not contain chlorophyll or plant cells (may) contain chlorophyll
 • red blood cell has no chloroplasts or plant cell has chloroplasts
 • red blood cell has no (permanent) vacuole or plant cell has (permanent) vacuole
 • red blood cells are (much) smaller than plant cells
 Similarities:
 both have:
 • cytoplasm
 • cell membrane
 • pigments (although they are different)","ignore references to mitochondria and ribosomes
 for Level 2, consideration of both red blood cells and plant cells is 
 required.",4,4,10,10,FALSE,,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1DHlX_Jo_dTLxs91odeOUD47gZbe9uYxD/view
Nov21, 1H,2021,1,1.6,short answer,2,AO2,4.1.3.2; 4.1.1.2,"When placed into a beaker of water:
 • a red blood cell bursts
 • a plant cell does not burst.
 Explain why the red blood cell bursts but the plant cell does not burst.","water enters (the cells) by osmosis / diffusion
 plant cell has a cell wall (which prevents it from bursting)","allow water enters and the cell 
 starts to swell
 ignore explanations of osmosis
 allow red blood cell has no cell 
 wall (so it swells and bursts)",4,4,10,10,FALSE,,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1DHlX_Jo_dTLxs91odeOUD47gZbe9uYxD/view
Nov21, 1H,2021,2,2.1,short answer,2,AO1,4.1.1.6,"A student investigated the effectiveness of three different antibiotics.
 Figure 3 shows how the student set up an agar plate.
 Figure 3
 The student used aseptic techniques to make sure that only one type of bacterium 
 was growing on the agar.
 Describe two aseptic techniques the student should have used.","any two from:
 • sterilise equipment / surfaces (before use)
 • (use) sterilised agar
 • secure lid of the Petri dish with (adhesive) tape
 • only lift lid of Petri dish a little (when setting up plate)
 or lift lid of Petri dish at an angle (when setting up plate)","ignore ‘clean’ unqualified
 ignore wash hands
 allow description of how to 
 sterilise equipment
 allow description of how to 
 sterilise agar",5,6,10,10,TRUE,Figure 3,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,['Figure 3'],[],https://drive.google.com/file/d/1WUI0OnVJVPEP64I3FtOSERRQzJojlv/view
Nov21, 1H,2021,2,2.2,short answer,1,AO3,4.1.1.6,"The student placed the agar plate in an incubator at 25 °C for 48 hours.
 Figure 4 shows the agar plate after 48 hours.
 Figure 4
 Which antibiotic is the least effective? 
 Give a reason for your answer.
 
 Least effective antibiotic ____ 
 Reason ____","B 
 and
 it kills the fewest bacteria 
 or
 it has the smallest area where no bacteria were growing","allow it has the smallest clear / 
 white area",6,7,10,10,TRUE,Figure 4,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,['Figure 4'],[],https://drive.google.com/file/d/1WUI0OnVJVPEP64I3FtOSERRQzJojlv/view
Nov21, 1H,2021,2,2.3,calculation,5,AO2,4.1.1.6,"Calculate the area where no bacteria were growing for antibiotic C.
 Use 𝜋𝜋 = 3.14
 Give the unit.
 
 Area = ____ Unit ____","(correct measurement)
 r = 1.1 (cm)
 or
 r = 11 (mm)
 
 (recall of the equation)
 πr²
 
 (calculation/substitution)
 3.14 × 1.1²
 or
 3.14 × 11²
 = 3.7994 (from 3.14 × 1.1²)
 or
 = 379.94 (from 3.14 × 11²)
 
 (correct unit)
 (3.7994) cm²
 or
 (379.94) mm²","an incorrect answer for one step 
 does not prevent allocation of 
 marks for subsequent steps
 ignore calculation and 
 subtraction of filter paper disc 
 area from total area
 allow d = 2.2 (cm)
 or
 d = 22 (mm)
 allow a tolerance of ±1 mm
 allow correct calculation / 
 substitution using an incorrect 
 measurement 
 allow 3.8 
 allow 380
 do not accept unit with no 
 attempt at working / answer",7,7,10,10,FALSE,,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1WUI0OnVJVPEP64I3FtOSERRQzJojlv/view
Nov21, 1H,2021,2,2.4,short answer,1,AO3,4.1.1.6,Suggest one way the student could improve the investigation.,"any one from:
 • repeat and calculate a mean
 • repeat and eliminate anomalies
 • use a control disc
 • use different types of bacteria","allow description of control disc 
 e.g. disc with water / nothing
 ignore set up a control",7,7,10,10,FALSE,,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1WUI0OnVJVPEP64I3FtOSERRQzJojlv/view
